TrueTemp,Lon,Lat
42.39,-95.8558860717264,37.0681113261051
41.85,-95.8466120850709,37.0681113261051
42.53,-95.8373380984153,37.0681113261051
45.27,-95.8280641117598,37.0681113261051
46.09,-95.8187901251042,37.0681113261051
50.29,-95.8095161384487,37.0681113261051
50.77,-95.8002421517932,37.0681113261051
50.0700000000001,-95.7260502585488,37.0681113261051
50.37,-95.7167762718933,37.0681113261051
50.7500000000001,-95.7075022852377,37.0681113261051
50.97,-95.6889543119266,37.0681113261051
49.89,-95.6796803252711,37.0681113261051
48.6300000000001,-95.6704063386155,37.0681113261051
50.45,-95.6333103919933,37.0681113261051
48.33,-95.6240364053378,37.0681113261051
47.43,-95.6147624186822,37.0681113261051
47.55,-95.6054884320267,37.0681113261051
48.93,-95.5683924854045,37.0681113261051
47.37,-95.5498445120934,37.0681113261051
49.71,-95.5405705254379,37.0681113261051
49.45,-95.5312965387823,37.0681113261051
49.03,-95.5220225521268,37.0681113261051
50.73,-95.5127485654712,37.0681113261051
50.93,-95.5034745788157,37.0681113261051
51.1900000000001,-95.4942005921601,37.0681113261051
51.5700000000001,-95.4849266055046,37.0681113261051
52.03,-95.475652618849,37.0681113261051
51.77,-95.4663786321935,37.0681113261051
50.51,-95.457104645538,37.0681113261051
50.41,-95.4478306588824,37.0681113261051
47.83,-95.4014607256047,37.0681113261051
47.51,-95.3921867389491,37.0681113261051
45.53,-95.3829127522936,37.0681113261051
49.17,-95.3365428190158,37.0681113261051
49.41,-95.3272688323603,37.0681113261051
49.85,-95.3179948457047,37.0681113261051
50.61,-95.3087208590492,37.0681113261051
51.17,-95.2901728857381,37.0681113261051
51.17,-95.2808988990826,37.0681113261051
50.31,-95.271624912427,37.0681113261051
50.41,-95.2623509257715,37.0681113261051
50.29,-95.2530769391159,37.0681113261051
49.45,-95.2438029524604,37.0681113261051
49.2500000000001,-95.2345289658048,37.0681113261051
49.77,-95.2252549791493,37.0681113261051
50.09,-95.2159809924937,37.0681113261051
50.1300000000001,-95.2067070058382,37.0681113261051
50.05,-95.1974330191826,37.0681113261051
49.61,-95.1881590325271,37.0681113261051
48.0700000000001,-95.1788850458716,37.0681113261051
49.43,-95.169611059216,37.0681113261051
48.43,-95.1603370725605,37.0681113261051
48.45,-95.1510630859049,37.0681113261051
49.65,-95.1417890992494,37.0681113261051
50.81,-95.1325151125938,37.0681113261051
51.37,-95.1232411259383,37.0681113261051
50.53,-95.1139671392827,37.0681113261051
50.23,-95.1046931526272,37.0681113261051
51.15,-95.0954191659716,37.0681113261051
50.49,-95.0861451793161,37.0681113261051
49.37,-95.0768711926606,37.0681113261051
49.73,-95.067597206005,37.0681113261051
49.89,-95.0583232193495,37.0681113261051
49.6300000000001,-95.0490492326939,37.0681113261051
49.91,-95.0397752460384,37.0681113261051
48.59,-95.0305012593828,37.0681113261051
47.85,-95.0212272727273,37.0681113261051
46.2500000000001,-95.0119532860717,37.0681113261051
46.95,-95.0026792994162,37.0681113261051
48.15,-94.9934053127606,37.0681113261051
48.41,-94.9841313261051,37.0681113261051
46.81,-94.9748573394495,37.0681113261051
47.29,-94.9470353794829,37.0681113261051
47.89,-94.9377613928274,37.0681113261051
45.01,-94.9284874061718,37.0681113261051
46.59,-94.9192134195163,37.0681113261051
46.41,-94.9099394328607,37.0681113261051
46.71,-94.9006654462052,37.0681113261051
47.31,-94.8913914595496,37.0681113261051
47.95,-94.8821174728941,37.0681113261051
48.77,-94.8728434862385,37.0681113261051
49.39,-94.863569499583,37.0681113261051
47.01,-94.8450215262719,37.0681113261051
44.41,-94.8357475396163,37.0681113261051
43.95,-94.8264735529608,37.0681113261051
46.47,-94.8171995663053,37.0681113261051
45.65,-94.8079255796497,37.0681113261051
45.47,-94.7986515929942,37.0681113261051
46.39,-94.7893776063386,37.0681113261051
45.99,-94.7801036196831,37.0681113261051
45.59,-94.7708296330275,37.0681113261051
45.77,-94.761555646372,37.0681113261051
45.7500000000001,-94.7522816597164,37.0681113261051
45.87,-94.7430076730609,37.0681113261051
45.27,-94.7337336864053,37.0681113261051
45.15,-94.7244596997498,37.0681113261051
47.1300000000001,-94.7151857130942,37.0681113261051
46.17,-94.7059117264387,37.0681113261051
47.37,-94.6966377397832,37.0681113261051
48.01,-94.6873637531276,37.0681113261051
48.93,-94.6780897664721,37.0681113261051
49.35,-94.6688157798165,37.0681113261051
49.65,-94.659541793161,37.0681113261051
50.27,-94.6502678065054,37.0681113261051
50.59,-94.6409938198499,37.0681113261051
50.11,-94.6317198331943,37.0681113261051
49.2500000000001,-94.6224458465388,37.0681113261051
48.49,-94.6131718598832,37.0681113261051
49.81,-94.6038978732277,37.0681113261051
48.31,-94.5946238865721,37.0681113261051
47.59,-94.5853498999166,37.0681113261051
48.11,-94.5760759132611,37.0681113261051
48.49,-94.5668019266055,37.0681113261051
48.47,-94.55752793995,37.0681113261051
47.1300000000001,-94.5482539532944,37.0681113261051
45.01,-94.5389799666389,37.0681113261051
45.03,-94.5297059799833,37.0681113261051
45.77,-94.5204319933278,37.0681113261051
45.5700000000001,-94.5111580066722,37.0681113261051
44.59,-94.5018840200167,37.0681113261051
43.89,-94.4926100333611,37.0681113261051
42.77,-94.4833360467056,37.0681113261051
44.41,-94.47406206005,37.0681113261051
45.1900000000001,-94.4647880733945,37.0681113261051
45.83,-94.455514086739,37.0681113261051
47.83,-95.8744340450375,37.0588373477898
46.45,-95.865160058382,37.0588373477898
45.03,-95.8558860717264,37.0588373477898
45.23,-95.8466120850709,37.0588373477898
46.87,-95.8373380984153,37.0588373477898
46.87,-95.8280641117598,37.0588373477898
50.85,-95.7816941784821,37.0588373477898
50.93,-95.7724201918265,37.0588373477898
51.39,-95.763146205171,37.0588373477898
51.6900000000001,-95.7538722185154,37.0588373477898
51.09,-95.7445982318599,37.0588373477898
50.61,-95.7353242452043,37.0588373477898
50.5700000000001,-95.7260502585488,37.0588373477898
50.81,-95.7167762718933,37.0588373477898
50.89,-95.7075022852377,37.0588373477898
50.15,-95.6982282985822,37.0588373477898
49.39,-95.6889543119266,37.0588373477898
48.59,-95.6796803252711,37.0588373477898
48.17,-95.6704063386155,37.0588373477898
48.5700000000001,-95.66113235196,37.0588373477898
48.6900000000001,-95.6518583653044,37.0588373477898
50.77,-95.6425843786489,37.0588373477898
50.77,-95.6333103919933,37.0588373477898
43.67,-95.6240364053378,37.0588373477898
44.17,-95.6147624186822,37.0588373477898
44.35,-95.6054884320267,37.0588373477898
50.31,-95.5498445120934,37.0588373477898
51.27,-95.5405705254379,37.0588373477898
51.39,-95.5312965387823,37.0588373477898
49.6300000000001,-95.5220225521268,37.0588373477898
49.97,-95.5127485654712,37.0588373477898
50.51,-95.5034745788157,37.0588373477898
51.09,-95.4942005921601,37.0588373477898
51.5700000000001,-95.4849266055046,37.0588373477898
50.29,-95.475652618849,37.0588373477898
48.39,-95.4478306588824,37.0588373477898
48.39,-95.4385566722269,37.0588373477898
46.31,-95.4014607256047,37.0588373477898
45.77,-95.3921867389491,37.0588373477898
43.7500000000001,-95.3829127522936,37.0588373477898
42.77,-95.373638765638,37.0588373477898
49.17,-95.3458168056714,37.0588373477898
49.55,-95.3365428190158,37.0588373477898
50.01,-95.3272688323603,37.0588373477898
50.43,-95.3179948457047,37.0588373477898
50.61,-95.3087208590492,37.0588373477898
51.45,-95.2994468723937,37.0588373477898
51.21,-95.2901728857381,37.0588373477898
50.65,-95.2808988990826,37.0588373477898
50.2500000000001,-95.271624912427,37.0588373477898
50.6900000000001,-95.2623509257715,37.0588373477898
49.6900000000001,-95.2530769391159,37.0588373477898
49.39,-95.2438029524604,37.0588373477898
50.03,-95.2345289658048,37.0588373477898
50.51,-95.2252549791493,37.0588373477898
50.1300000000001,-95.2159809924937,37.0588373477898
46.99,-95.2067070058382,37.0588373477898
46.91,-95.1974330191826,37.0588373477898
47.03,-95.1881590325271,37.0588373477898
49.87,-95.1788850458716,37.0588373477898
48.47,-95.169611059216,37.0588373477898
48.65,-95.1603370725605,37.0588373477898
49.2500000000001,-95.1510630859049,37.0588373477898
51.33,-95.1417890992494,37.0588373477898
51.39,-95.1325151125938,37.0588373477898
50.21,-95.1232411259383,37.0588373477898
50.03,-95.1139671392827,37.0588373477898
51.43,-95.1046931526272,37.0588373477898
51.09,-95.0954191659716,37.0588373477898
50.05,-95.0861451793161,37.0588373477898
50.03,-95.0768711926606,37.0588373477898
49.41,-95.067597206005,37.0588373477898
48.87,-95.0583232193495,37.0588373477898
48.6300000000001,-95.0490492326939,37.0588373477898
48.21,-95.0397752460384,37.0588373477898
47.67,-95.0305012593828,37.0588373477898
45.29,-95.0212272727273,37.0588373477898
46.89,-95.0119532860717,37.0588373477898
48.53,-95.0026792994162,37.0588373477898
48.49,-94.9934053127606,37.0588373477898
46.7500000000001,-94.9841313261051,37.0588373477898
46.77,-94.9748573394495,37.0588373477898
46.97,-94.965583352794,37.0588373477898
47.6900000000001,-94.9563093661384,37.0588373477898
47.6900000000001,-94.9470353794829,37.0588373477898
44.83,-94.9377613928274,37.0588373477898
46.1900000000001,-94.9284874061718,37.0588373477898
46.81,-94.9192134195163,37.0588373477898
48.21,-94.9099394328607,37.0588373477898
47.99,-94.9006654462052,37.0588373477898
47.99,-94.8913914595496,37.0588373477898
48.0700000000001,-94.8821174728941,37.0588373477898
47.43,-94.8728434862385,37.0588373477898
46.37,-94.863569499583,37.0588373477898
45.77,-94.8542955129274,37.0588373477898
45.37,-94.8450215262719,37.0588373477898
45.45,-94.8357475396163,37.0588373477898
47.43,-94.8264735529608,37.0588373477898
46.87,-94.8171995663053,37.0588373477898
46.67,-94.8079255796497,37.0588373477898
48.87,-94.7986515929942,37.0588373477898
48.51,-94.7893776063386,37.0588373477898
47.37,-94.7801036196831,37.0588373477898
47.65,-94.7708296330275,37.0588373477898
47.77,-94.761555646372,37.0588373477898
47.23,-94.7522816597164,37.0588373477898
48.05,-94.7430076730609,37.0588373477898
48.17,-94.7337336864053,37.0588373477898
47.03,-94.7244596997498,37.0588373477898
46.97,-94.7151857130942,37.0588373477898
49.89,-94.6873637531276,37.0588373477898
